80000000	0.95	81	0.071	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.071	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.071	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.071	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.071	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.072	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.072	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.072	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.072	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.072	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.073	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.073	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.073	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.073	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.073	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.074	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.074	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.074	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.074	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.074	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.075	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.075	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.075	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.075	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.075	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.076	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.076	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.076	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.076	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.076	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.077	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.077	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.077	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.077	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.077	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	81	0.078	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	82	0.078	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	83	0.078	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	84	0.078	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
80000000	0.95	85	0.078	20.00	20.00	0.0001	0.001	True	1	50000	20000     200.00	2.00   0.7
